wl_weight,post_tx_weight,efficiency_weight,cpra_weight,peds_weight,pld_weight,bio_weight,wl_model,post_tx_model,wl_cap,post_tx_cap,checks,match_alg_name,default
0.15,0.15,0.25,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.2,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.15,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.1,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.2,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.15,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.1,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.15,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.1,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.15,0.1,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.3,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.25,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.3,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.25,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.25,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.2,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.3,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.25,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.25,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.25,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.25,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.2,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.15,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.2,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.15,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.15,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.3,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.2,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.15,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.1,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.15,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.1,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.1,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.15,0.35,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.3,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.25,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.3,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.25,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.25,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.2,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.15,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.1,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.15,0.05,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.3,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.25,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.25,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.2,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.25,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.2,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.15,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.2,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.15,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.15,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.1,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0.05,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.25,0,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.2,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.15,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.1,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.15,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.1,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.1,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0.05,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.3,0,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0.15,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0.1,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0.05,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0.1,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0.05,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0.05,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.2,0.35,0,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.3,0.05,0.2,0.05,0,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.25,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.05,0.05,0.2,0.05,0.25,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0,0.05,0.2,0.05,0.3,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.25,0.05,0.2,0.05,0.05,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.2,0.05,0.2,0.05,0.1,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.15,0.05,0.2,0.05,0.15,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
0.25,0.15,0.1,0.05,0.2,0.05,0.2,CAS23,CAS23,365,1826,FALSE,Amended-CAS,FALSE
